"V1"	"pattern"	"support"
"72"	72	"<{CH},{expression},{of},{GN},{GN}>"	0.0208417223232758
"73"	73	"<{CH},{GN},{signaling}>"	0.0208139518738111
"74"	74	"<{CH},{GN},{of},{of}>"	0.0208139518738111
"75"	75	"<{GN},{cells},{CH}>"	0.0207028700759522
"76"	76	"<{CH},{of},{GN},{GN},{GN},{GN}>"	0.0206612144017551
"77"	77	"<{of},{CH},{GN},{cells}>"	0.020119690637193
"78"	78	"<{CH},{cells},{of},{GN}>"	0.0199114122662075
"79"	79	"<{GN},{CH},{CH}>"	0.0197586747941515
"80"	80	"<{cells},{CH},{GN}>"	0.0193698885016454
"81"	81	"<{GN},{CH},{of},{GN}>"	0.0192865771532512
"82"	82	"<{GN},{CH},{GN},{GN}>"	0.0192726919285189
"83"	83	"<{of},{of},{GN},{CH}>"	0.0191893805801247
"84"	84	"<{CH},{GN},{apoptosis}>"	0.0190227578833363
"85"	85	"<{results},{CH},{GN}>"	0.0189672169844069
"86"	86	"<{CH},{induced},{of},{GN}>"	0.0188977908607451
"87"	87	"<{CH},{of},{GN},{expression}>"	0.0186895124897596
"88"	88	"<{GN},{GN},{by},{CH}>"	0.0186339715908302
"89"	89	"<{of},{of},{CH},{GN}>"	0.0185784306919007
"90"	90	"<{CH},{activation},{of},{GN}>"	0.0184256932198448
"91"	91	"<{CH},{cells},{GN},{GN}>"	0.0183423818714506
"92"	92	"<{The},{of},{CH},{GN}>"	0.0183284966467182
"93"	93	"<{CH},{n},{GN}>"	0.0182313000735917
"94"	94	"<{CH},{GN},{expression},{GN}>"	0.0182313000735917
"95"	95	"<{In},{CH},{of},{GN}>"	0.0177869728821561
"96"	96	"<{of},{CH},{GN},{GN},{GN}>"	0.0177730876574237
"97"	97	"<{CH},{of},{cells},{GN}>"	0.0177175467584943
"98"	98	"<{CH},{induced},{GN},{GN}>"	0.0177036615337619
"99"	99	"<{CH},{GN},{human}>"	0.0176203501853677
"100"	100	"<{GN},{GN},{of},{CH}>"	0.0176203501853677
"101"	101	"<{CH},{inhibition},{GN}>"	0.0174676127133118
"102"	102	"<{GN},{GN},{CH},{GN}>"	0.0174676127133118
"103"	103	"<{CH},{CH},{of},{GN}>"	0.0173426456907205
"104"	104	"<{CH},{activity},{GN}>"	0.0173148752412558
"105"	105	"<{CH},{GN},{of},{cells}>"	0.0170788264208056
"106"	106	"<{CH},{GN},{GN},{GN},{GN},{GN}>"	0.0170510559713409
"107"	107	"<{CH},{GN},{expression},{of}>"	0.0169677446229467
"108"	108	"<{CH},{protein},{GN}>"	0.0169677446229467
"109"	109	"<{In},{CH},{GN},{GN}>"	0.0167733514766936
"110"	110	"<{We},{CH},{GN}>"	0.0167455810272289
"111"	111	"<{was},{CH},{GN}>"	0.0166622696788348
"112"	112	"<{CH},{via},{GN}>"	0.0166206140046377
"113"	113	"<{GN},{of},{GN},{CH}>"	0.0166206140046377
"114"	114	"<{effect},{CH},{GN}>"	0.0165511878809759
"115"	115	"<{CH},{CH},{GN},{GN}>"	0.0163567947347228
"116"	116	"<{CH},{inhibits},{GN}>"	0.0160096641164137
"117"	117	"<{CH},{of},{by},{GN}>"	0.015981893666949
"118"	118	"<{CH},{of},{GN},{by}>"	0.0159541232174843
"119"	119	"<{CH},{on},{GN},{GN}>"	0.0158708118690901
"120"	120	"<{GN},{inhibitor},{CH}>"	0.0157180743970341
"121"	121	"<{GN},{expression},{CH}>"	0.0153015176550632
"122"	122	"<{The},{CH},{of},{GN}>"	0.0152598619808662
"123"	123	"<{CH},{inhibition},{of},{GN}>"	0.0151904358572043
"124"	124	"<{CH},{inhibited},{of},{GN}>"	0.0151348949582749
"125"	125	"<{CH},{inhibited},{GN},{GN}>"	0.0151348949582749
"126"	126	"<{CH},{on},{of},{GN}>"	0.0151071245088102
"127"	127	"<{of},{GN},{CH},{cells}>"	0.0150932392840778
"128"	128	"<{effects},{CH},{GN}>"	0.0150515836098807
"129"	129	"<{CH},{GN},{GN},{GN},{of}>"	0.0149543870367542
"130"	130	"<{CH},{is},{GN}>"	0.0148988461378247
"131"	131	"<{CH},{GN},{by},{GN}>"	0.0148849609130924
"132"	132	"<{of},{CH},{CH},{GN}>"	0.0148016495646982
"133"	133	"<{CH},{GN},{was}>"	0.0147599938905011
"134"	134	"<{CH},{apoptosis},{of},{GN}>"	0.0147599938905011
"135"	135	"<{by},{GN},{CH}>"	0.0146905677668393
"136"	136	"<{CH},{cell},{GN},{GN}>"	0.0146766825421069
"137"	137	"<{CH},{GN},{2}>"	0.0146766825421069
"138"	138	"<{effect},{of},{CH},{GN}>"	0.014565600744248
"139"	139	"<{CH},{GN},{1}>"	0.0144961746205862
"140"	140	"<{CH},{cell},{of},{GN}>"	0.0144406337216568
"141"	141	"<{CH},{or},{GN}>"	0.0143850928227273
"142"	142	"<{The},{CH},{GN},{GN}>"	0.0142601258001361
"143"	143	"<{In},{GN},{CH}>"	0.0142323553506713
"144"	144	"<{of},{by},{CH},{GN}>"	0.0141629292270095
"145"	145	"<{GN},{CH},{induced}>"	0.0141212735528125
"146"	146	"<{CH},{of},{GN},{GN},{cells}>"	0.0141212735528125
"147"	147	"<{The},{of},{GN},{CH}>"	0.0141073883280801
"148"	148	"<{of},{CH},{by},{GN}>"	0.0140935031033477
"149"	149	"<{GN},{CH},{cell}>"	0.0140379622044183
"150"	150	"<{GN},{CH},{by}>"	0.0139685360807565
"151"	151	"<{CH},{GN},{GN},{by}>"	0.0138574542828976
"152"	152	"<{effects},{of},{CH},{GN}>"	0.0136769463613769
"153"	153	"<{of},{GN},{GN},{GN},{CH}>"	0.0136630611366445
"154"	154	"<{CH},{apoptosis},{GN},{GN}>"	0.0135936350129827
"155"	155	"<{CH},{increased},{GN}>"	0.0135519793387856
"156"	156	"<{expression},{GN},{CH}>"	0.0133437009678002
"157"	157	"<{cells},{GN},{CH}>"	0.013260389619406
"158"	158	"<{CH},{inhibitor},{GN}>"	0.0132465043946736
"159"	159	"<{CH},{GN},{r}>"	0.0132187339452089
"160"	160	"<{of},{CH},{of},{of},{GN}>"	0.0131909634957442
"161"	161	"<{of},{CH},{GN},{expression}>"	0.0130937669226176
"162"	162	"<{CH},{levels},{GN}>"	0.012954914675294
"163"	163	"<{GN},{CH},{apoptosis}>"	0.0129410294505617
"164"	164	"<{CH},{not},{GN}>"	0.0129132590010969
"165"	165	"<{CH},{decreased},{GN}>"	0.0129132590010969
"166"	166	"<{GN},{by},{CH},{GN}>"	0.0129132590010969
"167"	167	"<{CH},{treatment},{GN}>"	0.0128577181021675
"168"	168	"<{GN},{GN},{CH},{of}>"	0.0128438328774351
"169"	169	"<{CH},{of},{GN},{GN},{of},{GN}>"	0.0128160624279704
"170"	170	"<{GN},{of},{CH},{GN}>"	0.0127744067537733
"171"	171	"<{CH},{of},{GN},{of},{GN},{GN}>"	0.0127466363043086
"172"	172	"<{GN},{was},{by},{CH}>"	0.0127327510795762
"173"	173	"<{CH},{human},{GN}>"	0.0127049806301115
"174"	174	"<{CH},{of},{of},{GN},{of}>"	0.0125800136075202
"175"	175	"<{CH},{of},{of},{of},{GN}>"	0.0125383579333232
"176"	176	"<{CH},{expression},{GN},{GN},{GN}>"	0.0124967022591261
"177"	177	"<{CH},{of},{expression},{GN}>"	0.0122745386634083
"178"	178	"<{by},{CH},{of},{GN}>"	0.0122606534386759
"179"	179	"<{CH},{GN},{inhibitor}>"	0.0122189977644788
"180"	180	"<{CH},{growth},{GN}>"	0.0121773420902817
"181"	181	"<{CH},{GN},{GN},{pathway}>"	0.0121356864160846
"182"	182	"<{CH},{GN},{levels}>"	0.0120940307418876
"183"	183	"<{CH},{phosphorylation},{GN}>"	0.0120940307418876
"184"	184	"<{CH},{GN},{human},{cells}>"	0.0119551784945639
"185"	185	"<{CH},{GN},{GN},{GN},{cells}>"	0.0119412932698316
"186"	186	"<{of},{GN},{was},{CH}>"	0.0119135228203668
"187"	187	"<{CH},{GN},{on}>"	0.0118996375956345
"188"	188	"<{CH},{of},{GN},{protein}>"	0.0117885557977756
"189"	189	"<{of},{CH},{of},{GN},{of}>"	0.0117885557977756
"190"	190	"<{of},{CH},{GN},{of},{GN}>"	0.0117746705730432
"191"	191	"<{CH},{inhibit},{GN}>"	0.0115108513031283
"192"	192	"<{was},{GN},{CH}>"	0.0114830808536636
"193"	193	"<{inhibitor},{CH},{GN}>"	0.0114414251794665
"194"	194	"<{CH},{GN},{GN},{cell}>"	0.0114414251794665
"195"	195	"<{CH},{activation},{GN},{GN}>"	0.0114136547300018
"196"	196	"<{of},{CH},{on},{GN},{GN}>"	0.0112748024826782
"197"	197	"<{CH},{effect},{GN}>"	0.0112331468084811
"198"	198	"<{CH},{r},{GN}>"	0.011191491134284
"199"	199	"<{GN},{GN},{GN},{GN},{CH}>"	0.011191491134284
"200"	200	"<{CH},{proliferation},{GN}>"	0.0111637206848193
"201"	201	"<{of},{GN},{GN},{by},{CH}>"	0.0111498354600869
"202"	202	"<{of},{GN},{CH},{of},{GN}>"	0.0111220650106222
"203"	203	"<{CH},{of},{GN},{cell}>"	0.0111220650106222
"204"	204	"<{GN},{of},{CH},{of}>"	0.0111081797858898
"205"	205	"<{CH},{GN},{expression},{of},{GN}>"	0.0110942945611575
"206"	206	"<{CH},{GN},{or}>"	0.0110804093364251
"207"	207	"<{CH},{GN},{activation},{of}>"	0.0110804093364251
"208"	208	"<{CH},{was},{of},{GN}>"	0.0110665241116927
"209"	209	"<{CH},{GN},{of},{GN},{of}>"	0.0110526388869604
"210"	210	"<{In},{of},{CH},{GN}>"	0.011038753662228
"211"	211	"<{of},{GN},{cells},{CH}>"	0.0110248684374957
"212"	212	"<{CH},{of},{GN},{pathway}>"	0.0110109832127633
"213"	213	"<{CH},{GN},{inhibition}>"	0.0109554423138338
"214"	214	"<{CH},{GN},{GN},{of},{GN},{GN}>"	0.0109415570891015
"215"	215	"<{GN},{by},{CH},{of}>"	0.0109276718643691
"216"	216	"<{CH},{of},{GN},{of},{of}>"	0.0108999014149044
"217"	217	"<{of},{CH},{on},{of},{GN}>"	0.010844360515975
"218"	218	"<{CH},{GN},{GN},{signaling}>"	0.0108027048417779
"219"	219	"<{CH},{expression},{GN},{of}>"	0.0107888196170455
"220"	220	"<{CH},{activity},{of},{GN}>"	0.0107888196170455
"221"	221	"<{CH},{reduced},{GN}>"	0.0107610491675808
"222"	222	"<{CH},{levels},{of},{GN}>"	0.0107055082686513
"223"	223	"<{CH},{expression},{of},{GN},{GN},{GN}>"	0.0107055082686513
"224"	224	"<{of},{CH},{expression},{GN}>"	0.0107055082686513
"225"	225	"<{CH},{GN},{of},{of},{GN}>"	0.0106777378191866
"226"	226	"<{CH},{GN},{activation},{GN}>"	0.0106499673697219
"227"	227	"<{CH},{GN},{expression},{cells}>"	0.0106499673697219
"228"	228	"<{of},{CH},{cells},{GN}>"	0.0106360821449895
"229"	229	"<{CH},{GN},{phosphorylation}>"	0.0106221969202572
"230"	230	"<{CH},{GN},{GN},{protein}>"	0.0105666560213277
"231"	231	"<{CH},{of},{of},{GN},{GN},{GN}>"	0.0105666560213277
"232"	232	"<{CH},{induced},{of},{GN},{GN}>"	0.010538885571863
"233"	233	"<{CH},{of},{GN},{CH}>"	0.0105250003471306
"234"	234	"<{study},{of},{CH},{GN}>"	0.0104972298976659
"235"	235	"<{by},{CH},{GN},{GN}>"	0.0104694594482012
"236"	236	"<{CH},{by},{of},{GN},{GN}>"	0.0104139185492717
"237"	237	"<{CH},{of},{GN},{GN},{GN},{GN},{GN}>"	0.0104139185492717
"238"	238	"<{results},{CH},{of},{GN}>"	0.010386148099807
"239"	239	"<{CH},{GN},{induced},{GN}>"	0.0103444924256099
"240"	240	"<{GN},{of},{of},{CH}>"	0.0102611810772157
"241"	241	"<{of},{GN},{GN},{of},{CH}>"	0.0102472958524834
"242"	242	"<{CH},{cells},{by},{GN}>"	0.0102195254030186
"243"	243	"<{CH},{of},{GN},{activation}>"	0.0102195254030186
"244"	244	"<{GN},{CH},{on}>"	0.0101917549535539
"245"	245	"<{CH},{GN},{GN},{activation}>"	0.0101639845040892
"246"	246	"<{GN},{or},{CH}>"	0.0101500992793568
"247"	247	"<{CH},{of},{GN},{signaling}>"	0.0101362140546245
"248"	248	"<{study},{CH},{of},{GN}>"	0.0101084436051597
"249"	249	"<{of},{cells},{CH},{GN}>"	0.0100945583804274
"250"	250	"<{of},{GN},{CH},{GN},{GN}>"	0.010080673155695
"251"	251	"<{effect},{CH},{on},{GN}>"	0.0100390174814979
"252"	252	"<{GN},{CH},{was}>"	0.0100112470320332
"253"	253	"<{CH},{GN},{cells},{GN}>"	0.00999736180730085
"254"	254	"<{CH},{GN},{3}>"	0.00998347658256849
"255"	255	"<{GN},{activity},{CH}>"	0.00996959135783613
"256"	256	"<{CH},{GN},{GN},{CH}>"	0.00996959135783613
"257"	257	"<{of},{CH},{GN},{by}>"	0.00996959135783613
"258"	258	"<{CH},{GN},{not}>"	0.0099418209083714
"259"	259	"<{CH},{of},{expression},{of},{GN}>"	0.00992793568363904
"260"	260	"<{CH},{induces},{GN}>"	0.00990016523417431
"261"	261	"<{expression},{of},{GN},{CH}>"	0.00990016523417431
"262"	262	"<{of},{GN},{CH},{CH}>"	0.00990016523417431
"263"	263	"<{GN},{GN},{CH},{cells}>"	0.00988628000944195
"264"	264	"<{GN},{CH},{GN},{of}>"	0.00987239478470959
"265"	265	"<{of},{CH},{of},{GN},{GN},{GN}>"	0.00987239478470959
"266"	266	"<{CH},{GN},{of},{GN},{GN},{GN}>"	0.0098307391105125
"267"	267	"<{CH},{mediated},{GN}>"	0.00978908343631542
"268"	268	"<{CH},{by},{GN},{of}>"	0.00977519821158305
"269"	269	"<{CH},{GN},{kinase}>"	0.00976131298685069
"270"	270	"<{CH},{phosphorylation},{of},{GN}>"	0.00973354253738597
"271"	271	"<{CH},{was},{GN},{GN}>"	0.00971965731265361
"272"	272	"<{of},{CH},{GN},{cell}>"	0.00971965731265361
"273"	273	"<{In},{study},{CH},{GN}>"	0.00967800163845652
"274"	274	"<{CH},{GN},{by},{of}>"	0.00966411641372416
"275"	275	"<{GN},{CH},{expression}>"	0.00966411641372416
"276"	276	"<{effect},{of},{CH},{on},{GN}>"	0.00959469029006235
"277"	277	"<{CH},{by},{GN},{GN},{GN}>"	0.00958080506532998
"278"	278	"<{In},{CH},{GN},{of}>"	0.00956691984059762
"279"	279	"<{CH},{cells},{of},{GN},{GN}>"	0.00956691984059762
"280"	280	"<{CH},{of},{GN},{activity}>"	0.00956691984059762
"281"	281	"<{CH},{activation},{of},{GN},{GN}>"	0.00955303461586526
"282"	282	"<{GN},{of},{by},{CH}>"	0.00955303461586526
"283"	283	"<{effects},{CH},{on},{GN}>"	0.0095391493911329
"284"	284	"<{CH},{expression},{GN},{cells}>"	0.0095391493911329
"285"	285	"<{of},{GN},{of},{GN},{CH}>"	0.00952526416640053
"286"	286	"<{cells},{CH},{of},{GN}>"	0.00948360849220345
"287"	287	"<{GN},{CH},{treatment}>"	0.00945583804273872
"288"	288	"<{These},{CH},{GN}>"	0.00944195281800636
"289"	289	"<{CH},{kinase},{GN}>"	0.009428067593274
"290"	290	"<{GN},{induced},{CH}>"	0.00938641191907691
"291"	291	"<{CH},{induced},{GN},{of}>"	0.00935864146961219
"292"	292	"<{Furthermore},{CH},{GN}>"	0.00935864146961219
"293"	293	"<{CH},{GN},{gene}>"	0.00935864146961219
"294"	294	"<{study},{CH},{GN},{GN}>"	0.00934475624487982
"295"	295	"<{results},{CH},{GN},{GN}>"	0.00934475624487982
"296"	296	"<{GN},{CH},{or}>"	0.00933087102014746
"297"	297	"<{of},{CH},{GN},{GN},{of}>"	0.00930310057068274
"298"	298	"<{effects},{of},{CH},{on},{GN}>"	0.00926144489648565
"299"	299	"<{addition},{CH},{GN}>"	0.00923367444702092
"300"	300	"<{CH},{expression},{of},{GN},{of}>"	0.00921978922228856
"301"	301	"<{cells},{CH},{GN},{GN}>"	0.00916424832335911
"302"	302	"<{of},{GN},{GN},{CH},{GN}>"	0.00916424832335911
"303"	303	"<{CH},{of},{GN},{GN},{expression}>"	0.00916424832335911
"304"	304	"<{In},{CH},{of},{GN},{GN}>"	0.00913647787389439
"305"	305	"<{CH},{GN},{GN},{GN},{GN},{GN},{GN}>"	0.0090948221996973
"306"	306	"<{CH},{GN},{of},{CH}>"	0.00908093697496494
"307"	307	"<{CH},{suppressed},{GN}>"	0.00905316652550022
"308"	308	"<{GN},{CH},{of},{of}>"	0.00903928130076785
"309"	309	"<{CH},{of},{GN},{GN},{GN},{of}>"	0.00903928130076785
"310"	310	"<{CH},{CH},{GN},{cells}>"	0.00901151085130313
"311"	311	"<{The},{of},{CH},{of},{GN}>"	0.00899762562657077
"312"	312	"<{CH},{induced},{by},{GN}>"	0.0089837404018384
"313"	313	"<{CH},{induced},{apoptosis},{GN}>"	0.00894208472764132
"314"	314	"<{CH},{effects},{GN}>"	0.00892819950290896
"315"	315	"<{suggest},{CH},{GN}>"	0.00891431427817659
"316"	316	"<{The},{GN},{GN},{CH}>"	0.00890042905344423
"317"	317	"<{CH},{on},{GN},{cells}>"	0.00890042905344423
"318"	318	"<{CH},{GN},{mRNA}>"	0.00887265860397951
"319"	319	"<{CH},{2},{GN}>"	0.00887265860397951
"320"	320	"<{CH},{GN},{expression},{GN},{GN}>"	0.00884488815451478
"321"	321	"<{CH},{protein},{GN},{GN}>"	0.00881711770505006
"322"	322	"<{GN},{CH},{n}>"	0.00880323248031769
"323"	323	"<{CH},{inhibited},{GN},{of}>"	0.00878934725558533
"324"	324	"<{CH},{GN},{GN},{GN},{of},{GN}>"	0.00878934725558533
"325"	325	"<{CH},{GN},{GN},{activity}>"	0.00877546203085297
"326"	326	"<{GN},{GN},{was},{CH}>"	0.00876157680612061
"327"	327	"<{CH},{cells},{GN},{of}>"	0.00874769158138824
"328"	328	"<{of},{CH},{expression},{of},{GN}>"	0.00871992113192352
"329"	329	"<{of},{CH},{GN},{GN},{GN},{GN}>"	0.00871992113192352
"330"	330	"<{CH},{CH},{GN},{of}>"	0.00870603590719116
"331"	331	"<{CH},{GN},{is}>"	0.00870603590719116
"332"	332	"<{CH},{n},{of},{GN}>"	0.00870603590719116
"333"	333	"<{CH},{of},{cells},{of},{GN}>"	0.00870603590719116
"334"	334	"<{CH},{GN},{pathways}>"	0.00865049500826171
"335"	335	"<{CH},{downregulation},{GN}>"	0.00863660978352935
"336"	336	"<{GN},{is},{CH}>"	0.00863660978352935
"337"	337	"<{treatment},{CH},{GN}>"	0.0085810688845999
"338"	338	"<{CH},{treatment},{of},{GN}>"	0.00855329843513517
"339"	339	"<{CH},{GN},{GN},{GN},{expression}>"	0.00853941321040281
"340"	340	"<{CH},{GN},{mediated}>"	0.00852552798567045
"341"	341	"<{CH},{GN},{protein},{GN}>"	0.00852552798567045
"342"	342	"<{CH},{1},{GN}>"	0.00851164276093808
"343"	343	"<{CH},{of},{protein},{GN}>"	0.00848387231147336
"344"	344	"<{CH},{GN},{cells},{of}>"	0.008469987086741
"345"	345	"<{CH},{inhibitor},{of},{GN}>"	0.008469987086741
"346"	346	"<{In},{addition},{CH},{GN}>"	0.008469987086741
"347"	347	"<{CH},{CH},{CH},{GN}>"	0.00844221663727627
"348"	348	"<{CH},{apoptosis},{by},{GN}>"	0.00842833141254391
"349"	349	"<{We},{CH},{GN},{GN}>"	0.00838667573834682
"350"	350	"<{GN},{CH},{of},{cells}>"	0.0083589052888821
"351"	351	"<{CH},{be},{GN}>"	0.00834502006414974
"352"	352	"<{CH},{inhibited},{of},{GN},{GN}>"	0.00833113483941738
"353"	353	"<{CH},{induced},{GN},{GN},{GN}>"	0.00831724961468501
"354"	354	"<{of},{CH},{cell},{GN}>"	0.00831724961468501
"355"	355	"<{CH},{via},{of},{GN}>"	0.00828947916522029
"356"	356	"<{GN},{CH},{of},{GN},{GN}>"	0.00822005304155848
"357"	357	"<{GN},{GN},{CH},{GN},{GN}>"	0.00820616781682612
"358"	358	"<{cell},{CH},{GN}>"	0.00819228259209375
"359"	359	"<{GN},{cell},{CH}>"	0.00819228259209375
"360"	360	"<{of},{GN},{CH},{induced}>"	0.00817839736736139
"361"	361	"<{CH},{increased},{of},{GN}>"	0.00816451214262903
"362"	362	"<{inhibition},{GN},{CH}>"	0.00816451214262903
"363"	363	"<{CH},{of},{GN},{of},{cells}>"	0.00816451214262903
"364"	364	"<{CH},{levels},{GN},{GN}>"	0.00815062691789667
"365"	365	"<{CH},{of},{GN},{expression},{of}>"	0.0081367416931643
"366"	366	"<{of},{of},{CH},{of},{GN}>"	0.0081367416931643
"367"	367	"<{CH},{of},{CH},{GN}>"	0.0081367416931643
"368"	368	"<{of},{CH},{of},{GN},{cells}>"	0.0081367416931643
"369"	369	"<{GN},{protein},{CH}>"	0.00812285646843194
"370"	370	"<{of},{GN},{by},{CH},{GN}>"	0.00809508601896722
"371"	371	"<{CH},{is},{of},{GN}>"	0.00808120079423486
"372"	372	"<{CH},{protein},{of},{GN}>"	0.00806731556950249
"373"	373	"<{CH},{GN},{GN},{of},{of}>"	0.00805343034477013
"374"	374	"<{of},{CH},{GN},{GN},{cells}>"	0.00805343034477013
"375"	375	"<{CH},{downregulation},{of},{GN}>"	0.00802565989530541
"376"	376	"<{CH},{CH},{of},{GN},{GN}>"	0.00797011899637596
"377"	377	"<{The},{of},{CH},{GN},{GN}>"	0.00797011899637596
"378"	378	"<{GN},{inhibited},{CH}>"	0.00797011899637596
"379"	379	"<{GN},{CH},{GN},{cells}>"	0.00795623377164359
"380"	380	"<{CH},{decreased},{of},{GN}>"	0.00794234854691123
"381"	381	"<{GN},{CH},{GN},{GN},{GN}>"	0.00791457809744651
"382"	382	"<{of},{CH},{induced},{GN}>"	0.00788680764798178
"383"	383	"<{CH},{of},{cells},{GN},{GN}>"	0.00788680764798178
"384"	384	"<{of},{CH},{n},{GN}>"	0.00785903719851706
"385"	385	"<{CH},{of},{cell},{GN}>"	0.00785903719851706
"386"	386	"<{of},{of},{GN},{GN},{CH}>"	0.0078451519737847
"387"	387	"<{CH},{GN},{signaling},{pathway}>"	0.00783126674905233
"388"	388	"<{CH},{inhibits},{of},{GN}>"	0.00783126674905233
"389"	389	"<{of},{CH},{GN},{CH}>"	0.00780349629958761
"390"	390	"<{of},{by},{GN},{CH}>"	0.00778961107485525
"391"	391	"<{Our},{CH},{GN}>"	0.00777572585012288
"392"	392	"<{CH},{GN},{GN},{expression},{GN}>"	0.00776184062539052
"393"	393	"<{GN},{by},{GN},{CH}>"	0.00776184062539052
"394"	394	"<{The},{CH},{GN},{of}>"	0.00774795540065816
"395"	395	"<{CH},{cells},{GN},{GN},{GN}>"	0.00774795540065816
"396"	396	"<{GN},{of},{CH},{cells}>"	0.00774795540065816
"397"	397	"<{CH},{on},{GN},{of}>"	0.0077340701759258
"398"	398	"<{In},{CH},{GN},{GN},{GN}>"	0.00766464405226399
"399"	399	"<{CH},{n},{GN},{GN}>"	0.00765075882753162
